"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
10454,1506783577906,,,,,,,,0.02,0.08,0.99,-3.1,-1.1,-0.3,1340,6,,,,,,,,,,,,,,,,,,,
10474,1506783577928,0,63.6,,100.7,71,86.0,,0.02,0.08,0.99,-3.1,-1.2,-0.4,1400,6,1,1,223.333,0,35.490303,-119.544807,0.0,0.0,278.6,5,2,1.1,0,0.0,-1,0.0,0.0,0.0,0
10494,1506783577948,,,,,,,,0.02,0.07,1.0,-3.0,-1.2,-0.5,1440,6,,,,,,,,,,,,,,,,,,,
10514,1506783577968,,,,,,,,0.02,0.07,0.99,-3.1,-1.3,-0.4,1500,6,,,,,,,,,,,,,,,,,,,
10534,1506783577988,,,,,,,,0.02,0.07,0.99,-3.0,-1.3,-0.5,1520,6,,,,,,,,,,,,,,,,,,,
10554,1506783578008,,,,,,,,0.02,0.07,0.99,-3.0,-1.2,-0.4,1580,2,,,,,,,,,,,,,,,,,,,
10574,1506783578030,,,,,61,,,0.02,0.07,1.01,-3.0,-1.1,-0.4,1620,38,1,1,223.333,0,35.490295,-119.544792,0.0,0.0,263.5,5,2,1.1,0,0.0,-1,0.0,0.0,0.0,0
10594,1506783578050,,,,,,,,0.0,0.07,1.0,-3.0,-1.2,-0.5,1620,82,,,,,,,,,,,,,,,,,,,
10614,1506783578070,,,,,,,,-0.0,0.07,0.99,-3.0,-1.1,-0.4,1680,105,,,,,,,,,,,,,,,,,,,
10634,1506783578090,,,,,,,,-0.01,0.08,0.98,-3.0,-1.3,-0.4,1700,72,,,,,,,,,,,,,,,,,,,
