"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
39554,1506783246399,,,,,,,,0.08,0.04,1.01,-2.5,-1.2,-0.3,1820,42,,,,,,,,,,,,,,,,,,,
39574,1506783246413,,,,,69,,,0.07,0.05,1.0,-2.3,-1.2,-0.3,1820,42,1,1,44.39,0,35.490017,-119.546165,0.0,0.0,339.2,5,2,1.0,0,0.0,-1,0.0,0.0,0.0,0
39594,1506783246433,,,,,,,,0.07,0.04,1.0,-2.2,-1.0,-0.3,1820,42,,,,,,,,,,,,,,,,,,,
39614,1506783246453,,,,,,,,0.07,0.04,1.01,-2.1,-1.1,-0.4,1800,46,,,,,,,,,,,,,,,,,,,
39634,1506783246473,,,,,,,,0.08,0.03,0.98,-2.0,-1.0,-0.4,1820,49,,,,,,,,,,,,,,,,,,,
39654,1506783246493,,,,,,,,0.08,0.03,1.01,-1.9,-0.9,-0.4,1820,49,,,,,,,,,,,,,,,,,,,
39674,1506783246517,0,56.6,,54.8,72,57.3,,0.08,0.03,1.0,-1.8,-1.1,-0.3,1800,49,1,1,44.39,0,35.489975,-119.546165,0.0,0.0,285.2,5,2,1.0,0,0.0,-1,0.0,0.0,0.0,0
39694,1506783246537,,,,,,,,0.08,0.02,1.01,-1.7,-1.2,-0.4,1800,54,,,,,,,,,,,,,,,,,,,
39714,1506783246557,,,,,,,,0.08,0.03,1.0,-1.6,-1.0,-0.4,1800,55,,,,,,,,,,,,,,,,,,,
39734,1506783246577,,,,,,,,0.08,0.02,1.01,-1.5,-0.8,-0.4,1800,55,,,,,,,,,,,,,,,,,,,
39754,1506783246597,,,,,,,,0.1,0.02,0.98,-1.4,-1.1,-0.3,1780,57,,,,,,,,,,,,,,,,,,,
39774,1506783246617,,,,,70,,,0.09,0.04,0.99,-1.3,-1.1,-0.3,1800,58,1,1,32.727,0,35.489975,-119.546165,0.0,0.0,285.2,5,2,1.0,0,0.0,-1,0.0,0.0,0.0,0
39794,1506783246602,,,,,,,,0.09,0.02,0.97,-1.2,-1.3,-0.3,1780,62,,,,,,,,,,,,,,,,,,,
39814,1506783246622,,,,,,,,0.09,0.03,0.98,-1.0,-1.2,-0.3,1780,63,,,,,,,,,,,,,,,,,,,
39834,1506783246642,,,,,,,,0.1,0.02,0.97,-0.9,-1.2,-0.3,1780,63,,,,,,,,,,,,,,,,,,,
39854,1506783246662,,,,,,,,0.1,0.03,0.97,-0.8,-1.1,-0.3,1780,65,,,,,,,,,,,,,,,,,,,
39874,1506783246716,0,57.4,,56.4,65,57.9,,0.09,0.02,0.97,-0.7,-1.2,-0.3,1780,66,1,1,28.254,0,35.489956,-119.546181,1.3,0.0,289.3,6,2,0.8,0,0.0,-1,0.0,0.0,0.0,0
