"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
11433933,1506800725151,,,,,,,,0.03,0.08,0.99,-3.0,-0.1,-0.1,460,0,,,,,,,,,,,,,,,,,,,
11433953,1506800725171,,,,,,,,0.03,0.07,0.98,-3.0,-0.5,0.0,600,0,,,,,,,,,,,,,,,,,,,
11433973,1506800725191,,,,,,,,0.02,0.06,0.96,-2.9,-0.9,-0.2,720,0,,,,,,,,,,,,,,,,,,,
11433993,1506800725211,,,,,,,,0.03,0.05,0.98,-2.9,-0.7,-0.3,720,0,,,,,,,,,,,,,,,,,,,
11434015,1506800725233,,,,,0,,,0.03,0.06,0.99,-3.0,-0.6,-0.1,820,0,0,0,0.0,0,35.489841,-119.546074,0.0,2.894,254.1,11,3,1.4,54,2.485,0,0.0,6.5027,6.4283,55
11434034,1506800725252,,,,,,,,0.03,0.05,0.98,-3.1,-0.9,0.1,900,0,,,,,,,,,,,,,,,,,,,
11434054,1506800725272,,,,,,,,0.03,0.05,0.98,-3.1,-1.0,-0.0,960,0,,,,,,,,,,,,,,,,,,,
11434074,1506800725291,,,,,,,,0.04,0.06,0.98,-3.2,-1.1,0.0,980,0,,,,,,,,,,,,,,,,,,,
11434094,1506800725311,,,,,,,,0.04,0.06,0.99,-3.2,-1.3,0.1,940,0,,,,,,,,,,,,,,,,,,,
11434116,1506800725333,0,215.5,,214.9,1,219.1,,0.03,0.05,1.02,-3.2,-1.2,0.1,960,0,0,0,0.0,0,35.489841,-119.546074,0.0,2.894,254.1,11,3,1.4,54,2.485,0,0.0,6.5044,6.43,55
11434135,1506800725352,,,,,,,,0.04,0.06,1.01,-3.2,-1.4,0.3,980,0,,,,,,,,,,,,,,,,,,,
11434155,1506800725372,,,,,,,,0.04,0.06,1.03,-3.2,-1.3,0.3,1040,2,,,,,,,,,,,,,,,,,,,
11434175,1506800725392,,,,,,,,0.04,0.05,1.02,-3.1,-1.6,0.3,1120,2,,,,,,,,,,,,,,,,,,,
11434195,1506800725412,,,,,,,,0.02,0.06,0.96,-3.0,-2.0,0.2,1160,192308,,,,,,,,,,,,,,,,,,,
11434217,1506800725434,,,,,6,,,0.02,0.03,0.99,-3.0,-1.7,0.2,1200,0,0,0,0.0,0,35.489841,-119.546074,0.0,2.894,254.1,11,3,1.4,54,2.485,0,0.0,6.5061,6.4317,55
11434236,1506800725453,,,,,,,,0.02,0.04,1.02,-3.0,-2.1,0.0,1240,0,,,,,,,,,,,,,,,,,,,
11434256,1506800725473,,,,,,,,0.03,0.03,1.08,-3.0,-1.6,0.0,1320,0,,,,,,,,,,,,,,,,,,,
11434276,1506800725493,,,,,,,,0.04,0.05,1.06,-3.0,-1.6,-0.1,1340,0,,,,,,,,,,,,,,,,,,,
11434296,1506800725509,,,,,,,,0.03,0.05,1.03,-3.0,-1.6,-0.2,1360,0,,,,,,,,,,,,,,,,,,,
11434318,1506800725531,0,215.8,,214.8,10,218.3,,0.04,0.05,1.03,-3.1,-1.4,-0.2,1420,0,0,0,0.0,0,35.489841,-119.546074,0.0,2.894,254.1,11,3,1.4,54,2.485,0,0.0,6.5077,6.4333,55
11434337,1506800725550,,,,,,,,0.04,0.05,1.02,-3.0,-0.9,-0.3,1440,0,,,,,,,,,,,,,,,,,,,
11434357,1506800725570,,,,,,,,0.03,0.05,1.05,-3.0,-0.6,-0.3,1460,0,,,,,,,,,,,,,,,,,,,
11434377,1506800725594,,,,,,,,0.03,0.05,1.04,-3.0,-0.6,-0.3,1480,0,,,,,,,,,,,,,,,,,,,
11434397,1506800725614,,,,,,,,0.03,0.05,1.05,-2.9,-0.6,-0.2,1500,0,,,,,,,,,,,,,,,,,,,
11434419,1506800725636,,,,,13,,,0.03,0.04,1.02,-2.9,-0.5,-0.3,1500,0,0,0,0.0,0,35.489841,-119.546074,0.0,2.894,254.1,11,3,1.4,54,2.485,0,0.0,6.5094,6.435,55
11434438,1506800725655,,,,,,,,0.03,0.03,1.03,-2.9,-0.3,-0.2,1520,0,,,,,,,,,,,,,,,,,,,
11434458,1506800725675,,,,,,,,0.02,0.05,1.01,-2.9,-0.5,-0.3,1520,0,,,,,,,,,,,,,,,,,,,
11434478,1506800725695,,,,,,,,0.03,0.06,1.0,-2.9,-0.5,-0.2,1520,0,,,,,,,,,,,,,,,,,,,
11434498,1506800725715,,,,,,,,0.03,0.05,1.0,-3.0,-0.2,-0.3,1500,0,,,,,,,,,,,,,,,,,,,
11434520,1506800725737,0,215.3,,214.9,15,219.0,,0.02,0.06,0.98,-2.9,-0.4,-0.1,1520,0,0,0,0.0,0,35.489841,-119.546074,0.0,2.894,254.1,11,3,1.4,54,2.485,0,0.0,6.5111,6.4367,55
11434539,1506800725756,,,,,,,,0.03,0.05,0.97,-3.0,-0.4,-0.2,1500,0,,,,,,,,,,,,,,,,,,,
11434559,1506800725776,,,,,,,,0.03,0.05,0.98,-3.0,-0.3,-0.2,1500,0,,,,,,,,,,,,,,,,,,,
11434579,1506800725796,,,,,,,,0.02,0.05,0.97,-3.0,-0.3,-0.2,1480,0,,,,,,,,,,,,,,,,,,,
11434599,1506800725816,,,,,,,,0.02,0.06,0.97,-3.1,-0.8,-0.2,1500,0,,,,,,,,,,,,,,,,,,,
11434621,1506800725838,,,,,20,,,0.02,0.05,0.96,-3.1,-0.6,-0.3,1480,0,0,0,0.0,0,35.489841,-119.546074,0.0,2.894,254.1,11,3,1.4,54,2.485,0,0.0,6.5128,6.4383,55
11434640,1506800725857,,,,,,,,0.02,0.06,0.96,-3.2,-0.7,-0.2,1460,0,,,,,,,,,,,,,,,,,,,
11434660,1506800725877,,,,,,,,0.02,0.05,0.95,-3.1,-0.8,-0.3,1440,0,,,,,,,,,,,,,,,,,,,
11434680,1506800725897,,,,,,,,0.02,0.05,0.94,-3.1,-0.8,-0.3,1420,0,,,,,,,,,,,,,,,,,,,
11434700,1506800725917,,,,,,,,0.02,0.04,0.93,-3.1,-0.7,-0.2,1400,0,,,,,,,,,,,,,,,,,,,
11434722,1506800725939,0,215.7,3.5,215.0,20,218.9,13.83,0.02,0.05,0.94,-3.1,-0.7,-0.3,1380,0,0,0,0.0,0,35.489841,-119.546074,0.0,2.894,254.1,11,3,1.4,54,2.485,0,0.0,6.5145,6.44,55
11434741,1506800725958,,,,,,,,0.02,0.04,0.95,-3.0,-0.4,-0.2,1340,0,,,,,,,,,,,,,,,,,,,
11434761,1506800725978,,,,,,,,0.02,0.05,0.94,-3.0,-0.3,-0.2,1340,0,,,,,,,,,,,,,,,,,,,
11434781,1506800725992,,,,,,,,0.02,0.05,0.94,-3.1,-0.5,-0.1,1320,0,,,,,,,,,,,,,,,,,,,
11434801,1506800726012,,,,,,,,0.02,0.04,0.94,-3.1,-0.4,-0.1,1300,0,,,,,,,,,,,,,,,,,,,
11434823,1506800726034,,,,,21,,,0.02,0.05,0.95,-3.0,-0.2,-0.1,1300,0,0,0,0.0,0,35.489841,-119.546074,0.0,2.894,254.1,11,3,1.4,54,2.485,0,0.0,6.516,6.4417,55
11434842,1506800726053,,,,,,,,0.02,0.05,0.95,-3.0,-0.3,-0.1,1260,0,,,,,,,,,,,,,,,,,,,
