"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
8720083,1506798011252,,,,,,,,0.02,0.1,0.96,-2.9,-0.1,-0.2,560,0,,,,,,,,,,,,,,,,,,,
8720103,1506798011272,,,,,,,,0.02,0.1,0.95,-2.9,-0.2,-0.3,560,0,,,,,,,,,,,,,,,,,,,
8720123,1506798011292,,,,,,,,0.02,0.12,0.95,-3.0,-0.1,-0.1,600,0,,,,,,,,,,,,,,,,,,,
8720145,1506798011314,,,,,1,,,0.02,0.1,0.95,-3.0,-0.0,-0.2,640,0,0,0,0.0,0,35.489567,-119.543999,0.0,2.778,246.8,10,3,1.5,41,2.4667,0,0.0,6.4392,4.1067,42
8720164,1506798011333,,,,,,,,0.02,0.1,0.95,-2.9,-0.2,-0.3,640,0,,,,,,,,,,,,,,,,,,,
8720184,1506798011353,,,,,,,,0.01,0.11,0.94,-3.1,0.1,-0.1,760,3,,,,,,,,,,,,,,,,,,,
8720204,1506798011373,,,,,,,,0.02,0.1,0.93,-3.1,0.1,0.1,840,3,,,,,,,,,,,,,,,,,,,
8720224,1506798011393,,,,,,,,0.02,0.11,0.94,-3.1,0.1,-0.0,900,3,,,,,,,,,,,,,,,,,,,
8720246,1506798011415,0,225.2,,213.1,4,223.5,,0.03,0.12,0.95,-3.1,-0.1,-0.0,960,3,0,0,0.0,0,35.489567,-119.543999,0.0,2.778,246.8,10,3,1.5,41,2.4667,0,0.0,6.4409,4.1083,42
8720265,1506798011434,,,,,,,,0.03,0.13,0.96,-3.1,-0.3,0.1,1000,3,,,,,,,,,,,,,,,,,,,
8720285,1506798011454,,,,,,,,0.03,0.13,0.96,-3.2,-0.5,0.1,1060,256409,,,,,,,,,,,,,,,,,,,
8720305,1506798011474,,,,,,,,0.04,0.14,0.97,-3.2,-0.6,-0.0,1160,0,,,,,,,,,,,,,,,,,,,
8720325,1506798011494,,,,,,,,0.03,0.11,0.96,-3.1,-0.7,-0.2,1200,0,,,,,,,,,,,,,,,,,,,
8720347,1506798011516,,,,,9,,,0.03,0.1,0.96,-3.1,-0.6,-0.2,1240,0,0,0,353.333,0,35.489567,-119.543999,0.0,2.778,246.8,10,3,1.5,41,2.4667,0,0.0,6.4426,4.11,42
8720366,1506798011535,,,,,,,,0.03,0.1,0.97,-3.1,-0.5,-0.1,1260,0,,,,,,,,,,,,,,,,,,,
8720386,1506798011555,,,,,,,,0.02,0.1,0.97,-3.1,-0.6,-0.1,1320,0,,,,,,,,,,,,,,,,,,,
8720406,1506798011575,,,,,,,,0.02,0.1,0.97,-3.2,-0.5,-0.1,1340,0,,,,,,,,,,,,,,,,,,,
8720426,1506798011594,,,,,,,,0.02,0.1,0.97,-3.1,-0.5,-0.1,1360,0,,,,,,,,,,,,,,,,,,,
8720448,1506798011616,0,225.5,,213.6,15,223.6,,0.02,0.1,0.97,-3.1,-0.6,-0.1,1400,0,0,0,0.0,0,35.489567,-119.543999,0.0,2.778,246.8,10,3,1.5,41,2.4667,0,0.0,6.4443,4.1117,42
8720467,1506798011635,,,,,,,,0.01,0.09,0.97,-3.1,-0.5,-0.1,1420,0,,,,,,,,,,,,,,,,,,,
8720487,1506798011655,,,,,,,,0.01,0.1,0.97,-3.2,-0.7,-0.2,1440,0,,,,,,,,,,,,,,,,,,,
8720507,1506798011675,,,,,,,,0.02,0.09,0.97,-3.1,-0.4,-0.2,1440,0,,,,,,,,,,,,,,,,,,,
8720527,1506798011695,,,,,,,,0.02,0.09,0.97,-3.0,-0.4,-0.2,1460,0,,,,,,,,,,,,,,,,,,,
8720549,1506798011717,,,,,15,,,0.02,0.1,0.97,-3.0,-0.3,-0.2,1440,0,0,0,0.0,0,35.489567,-119.543999,0.0,2.778,246.8,10,3,1.5,41,2.4667,0,0.0,6.4459,4.1133,42
8720568,1506798011736,,,,,,,,0.02,0.1,0.97,-3.0,-0.3,-0.2,1460,0,,,,,,,,,,,,,,,,,,,
8720588,1506798011756,,,,,,,,0.02,0.1,0.97,-3.0,-0.2,-0.2,1440,0,,,,,,,,,,,,,,,,,,,
8720608,1506798011776,,,,,,,,0.02,0.1,0.96,-3.0,-0.3,-0.3,1460,0,,,,,,,,,,,,,,,,,,,
8720628,1506798011796,,,,,,,,0.02,0.1,0.97,-3.1,-0.3,-0.3,1440,0,,,,,,,,,,,,,,,,,,,
