"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
9599739,1495309993959,,,,,,,,0.07,0.09,0.99,-3.0,-0.1,-0.3,360,8,,,,,,,,,,,,,,,,,,,
9599759,1495309993979,,,,,,,,0.05,0.08,0.98,-3.0,-0.1,-0.3,360,8,,,,,,,,,,,,,,,,,,,
9599779,1495309993993,,,,,,,,0.05,0.09,0.97,-3.0,-0.3,-0.4,580,8,,,,,,,,,,,,,,,,,,,
9599799,1495309994013,,,,,,,,0.06,0.08,0.97,-2.9,0.0,-0.6,720,8,,,,,,,,,,,,,,,,,,,
9599821,1495309994035,0,134.3,,145.4,0,147.0,,0.05,0.05,0.97,-2.9,0.0,-0.6,720,8,1,0,248.571,0,39.540588,-122.332367,0.0,4.2,388.0,9,3,1.8,15,4.26,8,0.1633,71.7034,71.1583,16
9599840,1495309994054,,,,,,,,0.04,0.04,0.95,-2.9,0.1,-0.5,840,8,,,,,,,,,,,,,,,,,,,
9599860,1495309994074,,,,,,,,0.05,0.03,0.97,-2.8,0.2,-0.5,880,8,,,,,,,,,,,,,,,,,,,
9599880,1495309994098,,,,,,,,0.06,0.05,0.97,-2.9,0.2,-0.3,840,8,,,,,,,,,,,,,,,,,,,
9599900,1495309994118,,,,,,,,0.06,0.07,0.97,-3.0,0.1,-0.1,820,512820,,,,,,,,,,,,,,,,,,,
9599922,1495309994140,,,,,0,,,0.06,0.08,0.98,-3.0,-0.1,-0.2,760,0,1,0,120.0,0,39.540588,-122.332367,0.0,4.2,388.0,9,3,1.8,15,4.26,8,0.1633,71.7051,71.16,16
9599941,1495309994159,,,,,,,,0.06,0.07,0.98,-3.0,-0.1,-0.2,760,0,,,,,,,,,,,,,,,,,,,
9599961,1495309994179,,,,,,,,0.06,0.06,0.98,-2.9,-0.1,-0.3,740,0,,,,,,,,,,,,,,,,,,,
