"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
8135954,1495394909406,,,,,,,,0.01,0.07,1.0,-3.0,-0.4,-0.2,180,65,,,,,,,,,,,,,,,,,,,
8135974,1495394909426,,,,,,,,0.01,0.07,1.0,-3.0,-0.5,-0.2,180,65,,,,,,,,,,,,,,,,,,,
8135994,1495394909446,,,,,,,,0.02,0.08,0.99,-3.0,-0.2,-0.1,320,65,,,,,,,,,,,,,,,,,,,
8136014,1495394909466,,,,,,,,0.02,0.07,0.97,-2.9,-0.2,-0.1,320,65,,,,,,,,,,,,,,,,,,,
8136036,1495394909488,0,204.1,,204.1,0,214.6,,0.02,0.07,0.96,-2.9,-0.2,-0.1,320,65,0,1,2.812,0,39.538765,-122.332176,0.0,4.303,307.6,10,2,1.9,21,3.9433,8,0.1267,8.9272,8.9167,22
8136055,1495394909507,,,,,,,,0.02,0.07,0.97,-3.0,-0.2,-0.1,300,65,,,,,,,,,,,,,,,,,,,
8136075,1495394909527,,,,,,,,0.01,0.06,0.96,-3.0,0.0,-0.2,300,65,,,,,,,,,,,,,,,,,,,
8136095,1495394909547,,,,,,,,0.01,0.07,0.96,-3.0,-0.1,-0.2,300,65,,,,,,,,,,,,,,,,,,,
8136115,1495394909567,,,,,,,,0.02,0.08,0.96,-3.0,-0.2,-0.2,300,65,,,,,,,,,,,,,,,,,,,
8136137,1495394909589,,,,,0,,,0.02,0.05,0.97,-3.0,-0.0,-0.4,260,65,0,0,5.0,0,39.538765,-122.332176,0.0,4.303,307.6,10,2,1.9,21,3.9433,8,0.1267,8.9289,8.9183,22
