"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
6794016,1490467446495,,,,,,,,0.01,0.07,0.99,-3.2,0.1,0.0,140,0,,,,,,,,,,,,,,,,,,,
6794036,1490467446515,,,,,,,,0.01,0.07,0.98,-3.2,-0.0,0.0,420,0,,,,,,,,,,,,,,,,,,,
6794056,1490467446535,,,,,,,,0.01,0.08,0.99,-3.2,0.0,0.0,420,0,,,,,,,,,,,,,,,,,,,
6794076,1490467446555,,,,,,,,0.0,0.07,1.0,-3.2,0.1,-0.1,580,0,,,,,,,,,,,,,,,,,,,
6794098,1490467446577,,,,,0,,,0.0,0.06,0.99,-3.1,-0.1,-0.2,580,0,0,1,0.0,0,38.158642,-122.452957,0.0,2.318,31.9,9,2,1.6,34,2.4467,2,0.1617,2.6269,4.2717,35
6794117,1490467446596,,,,,,,,0.01,0.06,1.0,-3.2,0.0,-0.1,700,0,,,,,,,,,,,,,,,,,,,
6794137,1490467446616,,,,,,,,0.02,0.07,1.0,-3.2,0.2,0.1,800,0,,,,,,,,,,,,,,,,,,,
6794157,1490467446636,,,,,,,,0.02,0.08,1.01,-3.2,0.2,0.2,840,0,,,,,,,,,,,,,,,,,,,
6794177,1490467446656,,,,,,,,0.02,0.09,1.01,-3.2,0.2,0.1,800,0,,,,,,,,,,,,,,,,,,,
6794199,1490467446678,0,211.6,,201.8,1,217.5,,0.02,0.08,1.02,-3.1,0.2,-0.2,820,0,0,0,0.0,0,38.158642,-122.452957,0.0,2.318,31.9,9,2,1.6,34,2.4467,2,0.1617,2.6269,4.2733,35
6794218,1490467446697,,,,,,,,0.03,0.07,1.01,-3.1,0.2,-0.2,900,0,,,,,,,,,,,,,,,,,,,
6794238,1490467446717,,,,,,,,0.03,0.07,1.0,-3.2,0.2,-0.0,960,0,,,,,,,,,,,,,,,,,,,
6794258,1490467446737,,,,,,,,0.02,0.08,1.0,-3.2,0.5,0.1,1040,0,,,,,,,,,,,,,,,,,,,
6794278,1490467446757,,,,,,,,0.02,0.08,1.01,-3.2,0.2,0.1,1080,0,,,,,,,,,,,,,,,,,,,
6794300,1490467446779,,,,,3,,,0.02,0.08,1.03,-3.1,0.2,-0.1,1080,0,0,0,0.0,0,38.158642,-122.452957,0.0,2.318,31.9,9,2,1.6,34,2.4467,2,0.1617,2.6269,4.275,35
6794319,1490467446798,,,,,,,,0.01,0.08,1.02,-3.1,-0.0,-0.1,1060,0,,,,,,,,,,,,,,,,,,,
6794339,1490467446818,,,,,,,,0.02,0.09,1.0,-3.1,-0.0,-0.1,1100,0,,,,,,,,,,,,,,,,,,,
6794359,1490467446838,,,,,,,,0.02,0.09,1.0,-3.1,0.1,-0.1,1140,0,,,,,,,,,,,,,,,,,,,
6794379,1490467446858,,,,,,,,0.02,0.08,1.0,-3.1,0.2,-0.1,1160,0,,,,,,,,,,,,,,,,,,,
6794401,1490467446880,0,210.1,,200.7,4,217.2,,0.02,0.08,0.99,-3.1,0.2,-0.1,1220,0,0,0,0.0,0,38.158642,-122.452957,0.0,2.318,31.9,9,2,1.6,34,2.4467,2,0.1617,2.6269,4.2767,35
6794420,1490467446899,,,,,,,,0.02,0.08,0.99,-3.1,0.3,-0.1,1240,0,,,,,,,,,,,,,,,,,,,
6794440,1490467446919,,,,,,,,0.02,0.09,0.99,-3.0,0.2,-0.1,1260,0,,,,,,,,,,,,,,,,,,,
6794460,1490467446939,,,,,,,,0.02,0.08,1.0,-3.0,0.3,-0.1,1280,0,,,,,,,,,,,,,,,,,,,
6794480,1490467446959,,,,,,,,0.03,0.08,1.0,-3.0,0.3,-0.1,1300,0,,,,,,,,,,,,,,,,,,,
6794502,1490467446981,,,,,6,,,0.03,0.07,1.0,-3.1,0.4,-0.1,1300,0,0,0,0.0,0,38.158642,-122.452957,0.0,2.318,31.9,9,2,1.6,34,2.4467,2,0.1617,2.6269,4.2783,35
6794521,1490467447000,,,,,,,,0.02,0.07,1.01,-3.1,0.3,-0.1,1320,0,,,,,,,,,,,,,,,,,,,
6794541,1490467447009,,,,,,,,0.02,0.07,1.01,-3.1,0.3,-0.1,1320,0,,,,,,,,,,,,,,,,,,,
6794561,1490467447029,,,,,,,,0.02,0.08,1.01,-3.1,0.3,-0.1,1320,0,,,,,,,,,,,,,,,,,,,
6794581,1490467447049,,,,,,,,0.02,0.08,1.01,-3.1,0.3,-0.1,1300,0,,,,,,,,,,,,,,,,,,,
6794603,1490467447071,0,210.2,,200.6,9,217.1,,0.02,0.08,1.01,-3.1,0.3,-0.1,1280,0,0,0,0.0,0,38.158642,-122.452957,0.0,2.318,31.9,9,2,1.6,34,2.4467,2,0.1617,2.6269,4.28,35
6794622,1490467447094,,,,,,,,0.01,0.07,1.01,-3.1,0.3,-0.1,1280,0,,,,,,,,,,,,,,,,,,,
6794642,1490467447114,,,,,,,,0.02,0.08,1.02,-3.1,0.3,-0.1,1280,0,,,,,,,,,,,,,,,,,,,
6794662,1490467447134,,,,,,,,0.02,0.08,1.01,-3.1,0.2,-0.1,1260,0,,,,,,,,,,,,,,,,,,,
6794682,1490467447154,,,,,,,,0.02,0.08,1.01,-3.1,0.2,-0.1,1260,0,,,,,,,,,,,,,,,,,,,
6794704,1490467447176,,,,,11,,,0.02,0.09,1.01,-3.1,0.2,-0.1,1220,0,0,0,0.0,0,38.158642,-122.452957,0.0,2.318,31.9,9,2,1.6,34,2.4467,2,0.1617,2.6269,4.2817,35
6794723,1490467447201,,,,,,,,0.02,0.08,1.01,-3.0,0.2,-0.0,1220,0,,,,,,,,,,,,,,,,,,,
6794743,1490467447221,,,,,,,,0.02,0.08,1.0,-3.0,0.2,-0.0,1200,0,,,,,,,,,,,,,,,,,,,
6794763,1490467447241,,,,,,,,0.02,0.09,1.0,-3.0,0.2,-0.0,1200,0,,,,,,,,,,,,,,,,,,,
6794783,1490467447261,,,,,,,,0.02,0.08,1.01,-3.0,0.2,-0.1,1160,0,,,,,,,,,,,,,,,,,,,
6794805,1490467447283,0,209.8,5.2,200.8,10,217.5,14.19,0.02,0.08,1.01,-3.0,0.3,-0.1,1140,0,0,0,0.0,0,38.158642,-122.452957,0.0,2.318,31.9,9,2,1.6,34,2.4467,2,0.1617,2.6269,4.2833,35
6794824,1490467447302,,,,,,,,0.01,0.08,1.0,-3.0,0.4,-0.1,1140,0,,,,,,,,,,,,,,,,,,,
6794844,1490467447322,,,,,,,,0.01,0.08,1.0,-3.0,0.3,-0.0,1120,0,,,,,,,,,,,,,,,,,,,
6794864,1490467447342,,,,,,,,0.02,0.08,0.99,-3.0,0.3,-0.0,1100,0,,,,,,,,,,,,,,,,,,,
6794884,1490467447362,,,,,,,,0.02,0.07,1.0,-3.0,0.3,-0.0,1080,0,,,,,,,,,,,,,,,,,,,
