"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
189526,1469915484600,,,,,,,0.02,0.11,0.98,-3.0,0.4,-0.1,380,0,,,,,,,,,,,,,,,,,
189546,1469915484620,,,,0,,,0.02,0.11,0.98,-3.0,0.3,-0.1,220,0,0.0,0,39.538692,-122.332199,0.0,0.537,298.1,9,2,1.4,0,0.0,-1,0.0,,0.0,0
189566,1469915484640,,,,,,,0.01,0.1,0.98,-3.0,0.3,-0.2,220,0,,,,,,,,,,,,,,,,,
189586,1469915484660,,,,,,,0.02,0.1,0.98,-3.0,0.3,-0.1,220,0,,,,,,,,,,,,,,,,,
189606,1469915484680,,,,,,,0.02,0.1,0.98,-3.0,0.3,0.0,320,0,,,,,,,,,,,,,,,,,
189626,1469915484799,,,,,,,0.02,0.09,0.98,-3.0,0.3,-0.1,320,0,,,,,,,,,,,,,,,,,
189646,1469915484819,0,240.5,194.2,0,206.9,,0.02,0.1,0.98,-3.0,0.3,-0.0,400,0,0.0,0,39.538692,-122.332199,0.0,0.537,298.1,9,2,1.4,0,0.0,-1,0.0,0.0,0.0,0
189666,1469915484839,,,,,,,0.03,0.1,0.99,-3.0,0.3,-0.1,400,0,,,,,,,,,,,,,,,,,
189686,1469915484859,,,,,,,0.03,0.1,0.99,-3.0,0.3,-0.1,480,0,,,,,,,,,,,,,,,,,
189706,1469915484879,,,,,,,0.02,0.1,0.98,-2.9,0.2,-0.2,480,0,,,,,,,,,,,,,,,,,
189726,1469915484899,,,,,,,0.02,0.12,0.99,-3.0,0.4,0.1,560,0,,,,,,,,,,,,,,,,,
189746,1469915484919,,,,5,,,0.01,0.09,0.98,-2.8,0.4,-0.1,700,0,0.0,0,39.538692,-122.332199,0.0,0.537,298.1,9,2,1.4,0,0.0,-1,0.0,,0.0,0
189766,1469915484939,,,,,,,0.01,0.08,0.98,-2.7,0.6,-0.3,820,0,,,,,,,,,,,,,,,,,
189786,1469915484959,,,,,,,0.01,0.09,0.99,-2.9,0.9,0.2,820,0,,,,,,,,,,,,,,,,,
189806,1469915484979,,,,,,,0.02,0.12,0.99,-2.9,1.1,0.4,900,0,,,,,,,,,,,,,,,,,
189826,1469915484893,,,,,,,0.04,0.13,0.97,-3.0,1.0,0.3,980,0,,,,,,,,,,,,,,,,,
189846,1469915484913,0,238.7,192.4,12,207.8,,0.05,0.13,0.98,-3.0,1.2,0.0,1080,0,0.0,0,39.538692,-122.332199,0.0,0.537,298.1,9,2,1.4,0,0.0,-1,0.0,0.0,0.0,0
189866,1469915484933,,,,,,,0.07,0.12,0.99,-3.1,1.6,-0.0,1100,0,,,,,,,,,,,,,,,,,
189886,1469915484953,,,,,,,0.08,0.12,0.98,-3.1,1.6,-0.2,1120,0,,,,,,,,,,,,,,,,,
189906,1469915484973,,,,,,,0.07,0.1,0.99,-3.1,1.7,-0.3,1140,0,,,,,,,,,,,,,,,,,
189926,1469915484999,,,,,,,0.06,0.09,0.98,-3.1,1.6,-0.2,1180,0,,,,,,,,,,,,,,,,,
189946,1469915485019,,,,17,,,0.06,0.1,0.99,-3.0,1.7,-0.2,1180,0,0.0,0,39.538692,-122.332199,0.0,0.537,298.1,9,2,1.4,0,0.0,-1,0.0,,0.0,0
189966,1469915485039,,,,,,,0.06,0.09,0.99,-3.1,1.7,-0.1,1260,0,,,,,,,,,,,,,,,,,
189986,1469915485059,,,,,,,0.05,0.11,0.99,-3.1,1.5,-0.1,1220,0,,,,,,,,,,,,,,,,,
190006,1469915485079,,,,,,,0.04,0.09,1.0,-3.0,1.3,-0.1,1240,0,,,,,,,,,,,,,,,,,
190026,1469915485100,,,,,,,0.03,0.11,1.0,-3.0,1.0,-0.2,1260,0,,,,,,,,,,,,,,,,,
190046,1469915485120,0,238.8,192.7,17,207.7,13.22,0.04,0.1,1.0,-3.0,1.0,-0.2,1300,0,0.0,0,39.538692,-122.332199,0.0,0.537,298.1,9,2,1.4,0,0.0,-1,0.0,0.0,0.0,0
190066,1469915485140,,,,,,,0.04,0.11,1.0,-3.0,1.3,-0.2,1320,0,,,,,,,,,,,,,,,,,
190086,1469915485160,,,,,,,0.04,0.11,0.99,-3.1,1.1,-0.1,1340,0,,,,,,,,,,,,,,,,,
190106,1469915485180,,,,,,,0.05,0.1,0.98,-3.1,1.0,-0.0,1360,0,,,,,,,,,,,,,,,,,
190126,1469915485199,,,,,,,0.05,0.1,0.99,-3.0,1.0,-0.1,1400,0,,,,,,,,,,,,,,,,,
