"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
5066,1469914037040,,,,,,,0.04,0.45,0.92,-9.0,-0.1,0.8,4500,3610,,,,,,,,,,,,,,,,,
5086,1469914037060,,,,,,,0.07,0.41,0.96,-9.3,-0.5,1.0,4600,3576,,,,,,,,,,,,,,,,,
5106,1469914037080,,,,,,,0.08,0.51,0.95,-9.7,-1.3,0.7,4540,3593,,,,,,,,,,,,,,,,,
5126,1469914037100,,,,,,,0.07,0.51,0.92,-10.5,-0.9,0.8,4560,3593,,,,,,,,,,,,,,,,,
5146,1469914037115,,,,85,,,0.03,0.55,0.85,-10.7,-1.3,0.4,4660,3593,1.286,3,39.535816,-122.328156,63.1,0.002,304.7,8,2,1.8,0,0.0,-1,0.0,,0.0,0
5166,1469914037135,,,,,,,0.03,0.51,0.89,-11.1,-1.1,0.5,4600,3610,,,,,,,,,,,,,,,,,
5186,1469914037155,,,,,,,0.04,0.57,0.85,-11.2,-2.4,-0.1,4600,3576,,,,,,,,,,,,,,,,,
5206,1469914037175,,,,,,,0.07,0.54,0.87,-11.4,-1.6,-0.2,4700,3627,,,,,,,,,,,,,,,,,
5226,1469914037195,,,,,,,0.08,0.56,0.9,-11.7,-2.0,-0.4,4620,3610,,,,,,,,,,,,,,,,,
5246,1469914037219,0,236.6,189.5,35,191.0,,0.05,0.59,0.82,-12.2,-0.8,-0.2,4640,3627,1.275,3,39.535809,-122.328117,63.18,0.004,304.1,8,2,1.8,0,0.0,-1,0.0,0.0,0.0,0
5266,1469914037239,,,,,,,0.04,0.62,0.92,-12.4,-2.0,-0.2,4620,3610,,,,,,,,,,,,,,,,,
5286,1469914037259,,,,,,,0.04,0.63,0.94,-13.2,-1.4,-0.2,4640,3593,,,,,,,,,,,,,,,,,
