"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
884566,1469904650911,,,,,,,-0.01,0.07,0.98,-2.9,0.2,-0.2,380,0,,,,,,,,,,,,,,,,,
884586,1469904650931,,,,,,,-0.0,0.08,0.98,-2.9,0.3,-0.1,380,0,,,,,,,,,,,,,,,,,
884606,1469904650951,,,,,,,-0.0,0.08,0.99,-2.9,0.4,-0.1,380,0,,,,,,,,,,,,,,,,,
884626,1469904650971,,,,,,,-0.0,0.08,0.99,-2.9,0.4,-0.2,160,0,,,,,,,,,,,,,,,,,
884646,1469904650993,0,220.0,189.2,0,188.1,,-0.0,0.08,0.99,-2.9,0.3,-0.3,160,0,0.0,0,39.54026,-122.331787,3.91,3.279,379.2,8,3,2.2,0,0.0,12,0.2467,0.0,14.1167,1
884666,1469904651013,,,,,,,-0.01,0.08,0.99,-2.9,0.2,-0.3,160,0,,,,,,,,,,,,,,,,,
884686,1469904651033,,,,,,,-0.01,0.08,0.99,-2.9,0.2,-0.3,160,0,,,,,,,,,,,,,,,,,
884706,1469904651053,,,,,,,-0.01,0.07,0.99,-2.9,0.2,-0.4,160,0,,,,,,,,,,,,,,,,,
884726,1469904651073,,,,,,,-0.01,0.07,0.99,-2.9,0.2,-0.4,160,0,,,,,,,,,,,,,,,,,
884746,1469904651099,,,,0,,,-0.01,0.07,0.98,-2.9,0.1,-0.4,160,0,0.0,0,39.540256,-122.331787,4.14,3.28,379.7,8,3,2.2,0,0.0,12,0.2467,,14.1183,1
884766,1469904651119,,,,,,,-0.01,0.07,0.98,-2.9,0.1,-0.4,160,0,,,,,,,,,,,,,,,,,
884786,1469904651139,,,,,,,-0.01,0.07,0.98,-2.9,0.2,-0.3,160,0,,,,,,,,,,,,,,,,,
884806,1469904651159,,,,,,,-0.01,0.07,0.98,-2.9,0.1,-0.3,160,0,,,,,,,,,,,,,,,,,
884826,1469904651179,,,,,,,-0.01,0.06,0.99,-3.0,0.3,-0.2,160,0,,,,,,,,,,,,,,,,,
884846,1469904651297,0,221.1,188.8,0,187.3,,-0.01,0.07,0.98,-3.1,0.2,0.0,160,0,0.0,0,39.540256,-122.331787,3.56,3.28,380.5,8,3,2.2,0,0.0,12,0.2467,0.0,14.1217,1
884866,1469904651317,,,,,,,-0.01,0.07,0.98,-3.1,0.4,0.1,160,0,,,,,,,,,,,,,,,,,
884886,1469904651337,,,,,,,-0.01,0.08,0.98,-3.0,0.3,0.0,160,0,,,,,,,,,,,,,,,,,
884906,1469904651357,,,,,,,-0.01,0.09,0.98,-3.0,0.1,-0.0,160,0,,,,,,,,,,,,,,,,,
884926,1469904651377,,,,,,,-0.0,0.1,0.99,-3.0,0.0,0.0,160,0,,,,,,,,,,,,,,,,,
884946,1469904651397,,,,0,,,0.01,0.09,0.99,-3.0,0.2,0.1,160,0,0.0,0,39.540256,-122.331787,3.56,3.28,380.5,8,3,2.2,0,0.0,12,0.2467,,14.1217,1
884966,1469904651417,,,,,,,0.01,0.08,0.99,-3.0,0.5,-0.1,160,0,,,,,,,,,,,,,,,,,
884986,1469904651437,,,,,,,0.0,0.08,0.99,-3.0,0.4,-0.2,160,0,,,,,,,,,,,,,,,,,
885006,1469904651457,,,,,,,-0.0,0.08,0.99,-3.0,0.4,-0.3,160,0,,,,,,,,,,,,,,,,,
885026,1469904651477,,,,,,,0.0,0.08,0.98,-3.0,0.4,-0.3,160,0,,,,,,,,,,,,,,,,,
885046,1469904651399,0,220.7,187.4,0,186.4,10.43,0.01,0.09,0.99,-3.1,0.4,-0.2,160,0,0.0,0,39.540256,-122.331787,3.56,3.28,380.5,8,3,2.2,0,0.0,12,0.2467,0.0,14.1233,1
885066,1469904651419,,,,,,,0.01,0.08,0.99,-3.0,0.4,-0.1,160,0,,,,,,,,,,,,,,,,,
885086,1469904651439,,,,,,,0.01,0.08,0.99,-3.0,0.5,-0.2,160,0,,,,,,,,,,,,,,,,,
885106,1469904651459,,,,,,,0.0,0.08,0.98,-2.9,0.4,-0.3,160,0,,,,,,,,,,,,,,,,,
885126,1469904651479,,,,,,,0.0,0.08,0.98,-2.9,0.3,-0.3,160,0,,,,,,,,,,,,,,,,,
885146,1469904651499,,,,0,,,0.01,0.08,0.99,-2.9,0.3,-0.2,160,0,0.0,0,39.540256,-122.331787,2.91,3.28,380.9,8,3,2.2,0,0.0,12,0.2467,,14.125,1
885166,1469904651519,,,,,,,0.01,0.08,0.98,-3.0,0.5,-0.1,160,0,,,,,,,,,,,,,,,,,
885186,1469904651539,,,,,,,0.0,0.08,0.98,-3.0,0.4,-0.1,160,0,,,,,,,,,,,,,,,,,
885206,1469904651559,,,,,,,0.0,0.08,0.98,-3.0,0.3,-0.0,160,0,,,,,,,,,,,,,,,,,
885226,1469904651579,,,,,,,0.0,0.08,0.99,-3.0,0.2,-0.1,160,0,,,,,,,,,,,,,,,,,
885246,1469904651599,0,219.9,187.9,0,188.1,,0.0,0.08,0.98,-3.0,0.2,-0.2,160,0,0.0,0,39.540256,-122.331787,2.22,3.28,380.8,8,3,2.2,0,0.0,12,0.2467,0.0,14.1267,1
885266,1469904651619,,,,,,,0.0,0.09,0.98,-3.0,0.1,-0.1,160,0,,,,,,,,,,,,,,,,,
885286,1469904651639,,,,,,,0.01,0.08,0.98,-2.9,0.3,-0.1,160,0,,,,,,,,,,,,,,,,,
885306,1469904651659,,,,,,,0.01,0.07,0.98,-2.9,0.3,-0.2,180,0,,,,,,,,,,,,,,,,,
885326,1469904651679,,,,,,,0.0,0.07,0.98,-2.9,0.2,-0.4,180,0,,,,,,,,,,,,,,,,,
885346,1469904651699,,,,0,,,-0.0,0.06,0.97,-2.9,0.2,-0.4,180,0,0.0,0,39.540256,-122.331787,1.71,3.28,380.5,8,3,2.2,0,0.0,12,0.2467,,14.1283,1
885366,1469904651719,,,,,,,-0.0,0.06,0.97,-2.9,0.3,-0.3,180,0,,,,,,,,,,,,,,,,,
885386,1469904651739,,,,,,,-0.0,0.07,0.98,-2.9,0.3,-0.3,180,0,,,,,,,,,,,,,,,,,
