"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
5066,1469905422967,,,,,,,0.51,0.17,0.97,-4.3,-1.2,0.0,2940,2289,,,,,,,,,,,,,,,,,
5086,1469905422987,,,,,,,0.52,0.17,0.96,-4.8,-1.9,0.3,2940,2255,,,,,,,,,,,,,,,,,
5106,1469905422901,,,,,,,0.5,0.16,0.91,-5.3,-2.7,0.5,2840,2247,,,,,,,,,,,,,,,,,
5126,1469905422921,,,,,,,0.51,0.15,0.9,-5.7,-3.0,0.6,2800,2203,,,,,,,,,,,,,,,,,
5146,1469905422941,,,,64,,,0.49,0.14,0.86,-6.2,-3.2,0.9,2820,2229,1.293,3,39.540844,-122.329193,43.27,0.001,308.4,7,2,2.3,0,0.0,-1,0.0,,0.0,0
5166,1469905422961,,,,,,,0.51,0.14,0.85,-6.9,-3.3,1.2,2780,2184,,,,,,,,,,,,,,,,,
5186,1469905422981,,,,,,,0.53,0.22,0.86,-7.4,-3.7,1.0,2760,2184,,,,,,,,,,,,,,,,,
5206,1469905423008,,,,,,,0.54,0.27,0.89,-8.1,-3.1,1.1,2720,2147,,,,,,,,,,,,,,,,,
5226,1469905423028,,,,,,,0.52,0.24,0.9,-8.5,-3.2,1.2,2720,2166,,,,,,,,,,,,,,,,,
5246,1469905423048,0,277.4,204.4,45,206.6,,0.53,0.21,0.88,-9.0,-2.7,1.2,2700,2147,1.308,3,39.540863,-122.329193,41.92,0.003,309.3,7,2,2.3,0,0.0,-1,0.0,0.0,0.0,0
5266,1469905423068,,,,,,,0.54,0.24,0.92,-9.7,-2.3,1.1,2780,2135,,,,,,,,,,,,,,,,,
5286,1469905423088,,,,,,,0.53,0.3,0.92,-10.7,-1.7,0.9,2640,2135,,,,,,,,,,,,,,,,,
5306,1469905423108,,,,,,,0.53,0.32,0.93,-11.5,-1.8,1.1,2700,2118,,,,,,,,,,,,,,,,,
5326,1469905423128,,,,,,,0.53,0.29,0.94,-12.2,-1.5,1.4,2720,2106,,,,,,,,,,,,,,,,,
