"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
8873,1480783411558,,,,,,,,0.02,0.11,1.01,-3.2,0.1,0.3,560,0,,,,,,,,,,,,,,,,,,,
8893,1480783411578,,,,,,,,0.02,0.12,1.01,-3.2,0.0,0.2,280,0,,,,,,,,,,,,,,,,,,,
8913,1480783411598,,,,,,,,0.02,0.11,1.02,-3.2,-0.0,0.1,280,0,,,,,,,,,,,,,,,,,,,
8933,1480783411621,,,,,,,,0.02,0.11,1.01,-3.2,-0.1,-0.0,420,0,,,,,,,,,,,,,,,,,,,
8953,1480783411641,,,,,0,,,0.02,0.11,1.01,-3.2,-0.1,-0.0,420,0,0,0,0.0,0,38.15918,-122.454437,0.0,0.0,71.2,7,2,2.5,0,0.0,-1,0.0,,0.0,0
8973,1480783411661,,,,,,,,0.02,0.11,1.01,-3.1,-0.1,-0.0,520,0,,,,,,,,,,,,,,,,,,,
8993,1480783411681,,,,,,,,0.01,0.11,1.0,-3.1,-0.1,-0.1,520,0,,,,,,,,,,,,,,,,,,,
9013,1480783411701,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.1,580,0,,,,,,,,,,,,,,,,,,,
9033,1480783411721,,,,,,,,0.01,0.1,1.01,-3.1,-0.1,-0.2,680,0,,,,,,,,,,,,,,,,,,,
9053,1480783411721,0,133.7,7.4,173.6,1,152.4,11.43,0.01,0.09,1.0,-3.1,-0.2,-0.2,680,0,0,0,0.0,0,38.15918,-122.454437,0.0,0.0,59.1,7,2,2.5,0,0.0,-1,0.0,0.0,0.0,0
9073,1480783411741,,,,,,,,0.02,0.09,0.99,-3.1,-0.0,-0.0,780,0,,,,,,,,,,,,,,,,,,,
9093,1480783411761,,,,,,,,0.02,0.1,0.99,-3.2,-0.0,0.1,820,0,,,,,,,,,,,,,,,,,,,
9113,1480783411781,,,,,,,,0.02,0.1,1.0,-3.2,-0.1,0.1,780,0,,,,,,,,,,,,,,,,,,,
9133,1480783411801,,,,,,,,0.02,0.1,1.01,-3.2,-0.1,0.0,780,0,,,,,,,,,,,,,,,,,,,
9153,1480783411840,,,,,2,,,0.02,0.1,1.01,-3.2,-0.0,-0.0,760,0,0,0,0.0,0,38.15918,-122.454437,0.0,0.0,54.4,7,2,2.5,0,0.0,-1,0.0,,0.0,0
9173,1480783411860,,,,,,,,0.02,0.11,1.01,-3.2,-0.1,-0.0,680,0,,,,,,,,,,,,,,,,,,,
9193,1480783411880,,,,,,,,0.02,0.1,1.01,-3.2,-0.1,-0.1,660,0,,,,,,,,,,,,,,,,,,,
9213,1480783411900,,,,,,,,0.02,0.11,1.01,-3.2,-0.1,-0.1,660,0,,,,,,,,,,,,,,,,,,,
9233,1480783411920,,,,,,,,0.03,0.11,1.01,-3.2,0.1,-0.0,700,0,,,,,,,,,,,,,,,,,,,
9253,1480783411939,0,132.0,,172.5,1,153.0,,0.03,0.11,1.01,-3.2,0.2,-0.1,720,0,0,0,0.0,0,38.15918,-122.454437,0.0,0.0,50.6,7,2,2.5,0,0.0,-1,0.0,0.0,0.0,0
9273,1480783411959,,,,,,,,0.03,0.1,1.01,-3.1,0.1,-0.2,720,0,,,,,,,,,,,,,,,,,,,
9293,1480783411979,,,,,,,,0.03,0.1,1.01,-3.1,0.1,-0.1,660,0,,,,,,,,,,,,,,,,,,,
9313,1480783411999,,,,,,,,0.02,0.11,1.01,-3.1,0.1,-0.1,620,0,,,,,,,,,,,,,,,,,,,
9333,1480783412019,,,,,,,,0.02,0.1,1.01,-3.1,0.1,-0.1,620,0,,,,,,,,,,,,,,,,,,,
9353,1480783412138,,,,,2,,,0.02,0.1,1.02,-3.1,0.1,-0.1,580,0,0,0,0.0,0,38.15918,-122.454437,0.0,0.0,44.6,7,2,2.5,0,0.0,-1,0.0,,0.0,0
9373,1480783412158,,,,,,,,0.02,0.1,1.01,-3.1,0.1,-0.1,580,0,,,,,,,,,,,,,,,,,,,
9393,1480783412178,,,,,,,,0.02,0.1,1.01,-3.1,0.0,-0.1,520,0,,,,,,,,,,,,,,,,,,,
9413,1480783412198,,,,,,,,0.02,0.1,1.01,-3.1,0.0,-0.1,520,0,,,,,,,,,,,,,,,,,,,
9433,1480783412218,,,,,,,,0.02,0.1,1.01,-3.1,-0.1,-0.1,560,0,,,,,,,,,,,,,,,,,,,
9453,1480783412238,1,133.6,,173.6,3,153.0,,0.02,0.1,1.01,-3.1,-0.0,-0.1,540,0,0,0,0.0,0,38.15918,-122.454437,0.0,0.0,44.6,7,2,2.5,0,0.0,-1,0.0,0.0,0.0,0
9473,1480783412258,,,,,,,,0.02,0.1,1.01,-3.1,-0.0,-0.1,540,0,,,,,,,,,,,,,,,,,,,
9493,1480783412278,,,,,,,,0.02,0.1,1.01,-3.1,-0.1,-0.1,500,0,,,,,,,,,,,,,,,,,,,
9513,1480783412298,,,,,,,,0.02,0.1,1.01,-3.2,-0.1,-0.0,500,0,,,,,,,,,,,,,,,,,,,
9533,1480783412318,,,,,,,,0.02,0.1,1.01,-3.1,-0.0,-0.0,520,0,,,,,,,,,,,,,,,,,,,
9553,1480783412239,,,,,3,,,0.02,0.1,1.01,-3.2,-0.1,-0.1,520,0,0,0,0.0,0,38.15918,-122.454437,0.0,0.0,43.5,7,2,2.5,0,0.0,-1,0.0,,0.0,0
9573,1480783412259,,,,,,,,0.02,0.1,1.02,-3.1,-0.0,-0.1,540,0,,,,,,,,,,,,,,,,,,,
9593,1480783412279,,,,,,,,0.02,0.1,1.01,-3.1,0.0,-0.1,540,0,,,,,,,,,,,,,,,,,,,
9613,1480783412299,,,,,,,,0.02,0.1,1.01,-3.1,-0.0,-0.1,540,0,,,,,,,,,,,,,,,,,,,
9633,1480783412319,,,,,,,,0.01,0.1,1.01,-3.1,-0.1,-0.1,540,0,,,,,,,,,,,,,,,,,,,
9653,1480783412339,0,133.7,,173.4,4,152.3,,0.02,0.1,1.01,-3.1,-0.1,-0.1,520,0,0,0,0.0,0,38.159176,-122.454437,0.0,0.001,42.4,7,2,2.5,0,0.0,-1,0.0,0.0,0.0,0
9673,1480783412359,,,,,,,,0.01,0.1,1.01,-3.1,-0.1,-0.1,520,0,,,,,,,,,,,,,,,,,,,
9693,1480783412379,,,,,,,,0.01,0.1,1.01,-3.1,-0.1,-0.1,520,0,,,,,,,,,,,,,,,,,,,
9713,1480783412399,,,,,,,,0.01,0.09,1.01,-3.1,-0.1,-0.1,520,0,,,,,,,,,,,,,,,,,,,
9733,1480783412419,,,,,,,,0.02,0.1,1.01,-3.1,-0.1,-0.1,540,0,,,,,,,,,,,,,,,,,,,
9753,1480783412437,,,,,4,,,0.02,0.09,1.01,-3.1,-0.1,-0.1,520,0,0,0,0.0,0,38.159176,-122.454437,0.0,0.001,42.1,7,2,2.5,0,0.0,-1,0.0,,0.0,0
9773,1480783412457,,,,,,,,0.02,0.1,1.01,-3.1,-0.1,-0.1,520,0,,,,,,,,,,,,,,,,,,,
9793,1480783412477,,,,,,,,0.02,0.1,1.0,-3.1,-0.1,-0.0,520,0,,,,,,,,,,,,,,,,,,,
9813,1480783412497,,,,,,,,0.02,0.1,1.0,-3.1,-0.2,-0.1,520,0,,,,,,,,,,,,,,,,,,,
9833,1480783412517,,,,,,,,0.02,0.1,1.01,-3.1,-0.1,-0.1,500,0,,,,,,,,,,,,,,,,,,,
9853,1480783412537,0,132.3,,172.2,5,152.5,,0.02,0.1,1.01,-3.1,-0.1,-0.1,500,0,0,0,0.0,0,38.159176,-122.454437,0.0,0.001,42.1,7,2,2.5,0,0.0,-1,0.0,0.0,0.0,0
9873,1480783412557,,,,,,,,0.02,0.1,1.01,-3.1,-0.1,-0.1,500,0,,,,,,,,,,,,,,,,,,,
9893,1480783412577,,,,,,,,0.02,0.09,1.01,-3.1,-0.0,-0.1,500,0,,,,,,,,,,,,,,,,,,,
9913,1480783412597,,,,,,,,0.02,0.09,1.01,-3.1,-0.0,-0.1,480,0,,,,,,,,,,,,,,,,,,,
9933,1480783412617,,,,,,,,0.01,0.09,1.01,-3.1,-0.0,-0.1,480,0,,,,,,,,,,,,,,,,,,,
