"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
2031367,1480653286217,,,,,,,,-0.05,0.08,0.99,-3.1,0.0,0.1,340,0,,,,,,,,,,,,,,,,,,,
2031387,1480653286237,,,,,,,,-0.05,0.09,0.99,-3.1,-0.1,0.1,340,0,,,,,,,,,,,,,,,,,,,
2031407,1480653286257,,,,,,,,-0.05,0.1,0.99,-3.2,-0.1,0.2,500,0,,,,,,,,,,,,,,,,,,,
2031427,1480653286277,0,46.7,,54.0,0,56.6,,-0.05,0.09,0.99,-3.1,0.0,0.1,500,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,8,3,1.1,0,0.0,-1,0.0,0.0,0.0,0
2031447,1480653286297,,,,,,,,-0.05,0.09,0.99,-3.1,0.1,0.1,540,0,,,,,,,,,,,,,,,,,,,
2031467,1480653286317,,,,,,,,-0.05,0.09,1.0,-3.1,0.1,0.1,620,0,,,,,,,,,,,,,,,,,,,
2031487,1480653286337,,,,,,,,-0.05,0.09,0.99,-3.1,0.1,0.1,620,0,,,,,,,,,,,,,,,,,,,
2031507,1480653286357,,,,,,,,-0.05,0.1,1.0,-3.1,0.1,0.1,700,0,,,,,,,,,,,,,,,,,,,
2031527,1480653286377,,,,,1,,,-0.05,0.11,1.0,-3.1,0.0,0.2,780,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,8,3,1.1,0,0.0,-1,0.0,,0.0,0
2031547,1480653286394,,,,,,,,-0.05,0.1,1.01,-3.2,0.1,0.3,820,0,,,,,,,,,,,,,,,,,,,
2031567,1480653286414,,,,,,,,-0.05,0.1,1.01,-3.1,0.2,0.2,820,0,,,,,,,,,,,,,,,,,,,
2031587,1480653286434,,,,,,,,-0.06,0.09,1.01,-3.1,0.3,0.2,760,0,,,,,,,,,,,,,,,,,,,
2031607,1480653286454,,,,,,,,-0.05,0.09,1.01,-3.1,0.3,0.2,720,0,,,,,,,,,,,,,,,,,,,
2031627,1480653286474,1,47.1,,51.4,2,52.1,,-0.05,0.08,1.01,-3.1,0.4,0.2,640,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,8,3,1.1,0,0.0,-1,0.0,0.0,0.0,0
2031647,1480653286497,,,,,,,,-0.05,0.08,1.01,-3.1,0.4,0.1,640,0,,,,,,,,,,,,,,,,,,,
2031667,1480653286517,,,,,,,,-0.05,0.08,1.02,-3.1,0.4,0.1,580,0,,,,,,,,,,,,,,,,,,,
2031687,1480653286537,,,,,,,,-0.05,0.06,1.01,-3.1,0.5,0.0,580,0,,,,,,,,,,,,,,,,,,,
2031707,1480653286557,,,,,,,,-0.05,0.07,1.01,-3.1,0.4,0.0,560,0,,,,,,,,,,,,,,,,,,,
2031727,1480653286577,,,,,2,,,-0.05,0.06,1.01,-3.1,0.4,0.1,560,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,8,3,1.1,0,0.0,-1,0.0,,0.0,0
2031747,1480653286696,,,,,,,,-0.05,0.06,1.01,-3.1,0.4,0.1,640,0,,,,,,,,,,,,,,,,,,,
2031767,1480653286716,,,,,,,,-0.05,0.07,1.01,-3.1,0.4,0.1,600,0,,,,,,,,,,,,,,,,,,,
2031787,1480653286736,,,,,,,,-0.05,0.07,1.01,-3.1,0.3,0.1,600,0,,,,,,,,,,,,,,,,,,,
2031807,1480653286756,,,,,,,,-0.05,0.08,1.02,-3.1,0.3,0.1,660,0,,,,,,,,,,,,,,,,,,,
2031827,1480653286776,0,48.6,,54.0,4,54.9,,-0.05,0.09,1.02,-3.1,0.2,0.2,600,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,8,3,1.1,0,0.0,-1,0.0,0.0,0.0,0
2031847,1480653286796,,,,,,,,-0.06,0.08,1.02,-3.1,0.1,0.1,600,0,,,,,,,,,,,,,,,,,,,
2031867,1480653286816,,,,,,,,-0.06,0.09,1.02,-3.1,0.2,0.2,700,0,,,,,,,,,,,,,,,,,,,
2031887,1480653286836,,,,,,,,-0.06,0.08,1.03,-3.1,0.1,0.3,720,0,,,,,,,,,,,,,,,,,,,
2031907,1480653286856,,,,,,,,-0.06,0.06,1.03,-3.1,-0.1,0.2,760,0,,,,,,,,,,,,,,,,,,,
2031927,1480653286876,,,,,5,,,-0.06,0.06,1.02,-3.1,0.1,0.2,760,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,8,3,1.1,0,0.0,-1,0.0,,0.0,0
2031947,1480653286797,,,,,,,,-0.06,0.07,1.02,-3.1,0.0,0.2,820,0,,,,,,,,,,,,,,,,,,,
