"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
68793,1480785062371,,,,,,,,0.01,0.11,1.02,-3.1,0.4,0.4,580,0,,,,,,,,,,,,,,,,,,,
68813,1480785062391,,,,,,,,0.02,0.1,1.01,-3.1,0.8,0.4,200,0,,,,,,,,,,,,,,,,,,,
68833,1480785062411,,,,,,,,0.02,0.1,1.01,-3.1,0.7,0.3,200,0,,,,,,,,,,,,,,,,,,,
68853,1480785062431,0,125.3,,154.5,0,151.4,,0.01,0.1,1.01,-3.1,0.5,0.2,200,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
68873,1480785062451,,,,,,,,0.01,0.11,1.01,-3.1,0.6,0.2,320,0,,,,,,,,,,,,,,,,,,,
68893,1480785062471,,,,,,,,0.02,0.09,1.01,-3.1,0.6,0.2,320,0,,,,,,,,,,,,,,,,,,,
68913,1480785062491,,,,,,,,0.02,0.1,1.01,-3.1,0.6,0.1,400,0,,,,,,,,,,,,,,,,,,,
68933,1480785062511,,,,,,,,0.01,0.09,1.01,-3.1,0.7,0.2,400,0,,,,,,,,,,,,,,,,,,,
68953,1480785062531,,,,,0,,,0.02,0.1,1.0,-3.1,0.6,0.2,480,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
68973,1480785062551,,,,,,,,0.02,0.1,1.0,-3.1,0.6,0.3,480,0,,,,,,,,,,,,,,,,,,,
68993,1480785062571,,,,,,,,0.02,0.1,1.01,-3.1,0.5,0.4,640,0,,,,,,,,,,,,,,,,,,,
69013,1480785062591,,,,,,,,0.01,0.1,1.0,-3.1,0.3,0.3,740,0,,,,,,,,,,,,,,,,,,,
69033,1480785062611,,,,,,,,0.01,0.09,1.01,-3.0,0.4,0.1,820,0,,,,,,,,,,,,,,,,,,,
69053,1480785062631,0,124.4,6.2,154.1,1,151.6,11.49,0.01,0.09,1.0,-3.0,0.3,0.0,820,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
69073,1480785062651,,,,,,,,0.01,0.1,0.98,-3.0,0.2,0.0,860,0,,,,,,,,,,,,,,,,,,,
69093,1480785062671,,,,,,,,0.02,0.1,0.99,-3.1,0.2,0.2,820,0,,,,,,,,,,,,,,,,,,,
69113,1480785062691,,,,,,,,0.03,0.11,1.0,-3.1,0.1,0.3,780,0,,,,,,,,,,,,,,,,,,,
69133,1480785062711,,,,,,,,0.02,0.11,1.0,-3.1,0.2,0.2,760,0,,,,,,,,,,,,,,,,,,,
69153,1480785062731,,,,,3,,,0.01,0.11,1.0,-3.0,0.3,0.2,760,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
69173,1480785062751,,,,,,,,0.01,0.1,1.0,-3.1,0.3,0.2,780,0,,,,,,,,,,,,,,,,,,,
69193,1480785062771,,,,,,,,0.02,0.1,1.0,-3.0,0.5,0.2,800,0,,,,,,,,,,,,,,,,,,,
69213,1480785062791,,,,,,,,0.02,0.1,1.01,-3.1,0.4,0.3,760,0,,,,,,,,,,,,,,,,,,,
69233,1480785062910,,,,,,,,0.02,0.1,1.01,-3.1,0.4,0.3,760,0,,,,,,,,,,,,,,,,,,,
69253,1480785062930,0,125.4,,154.3,3,151.6,,0.02,0.1,1.01,-3.0,0.5,0.2,720,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
69273,1480785062950,,,,,,,,0.02,0.1,1.01,-3.0,0.6,0.3,720,0,,,,,,,,,,,,,,,,,,,
69293,1480785062970,,,,,,,,0.02,0.1,1.01,-3.0,0.6,0.3,680,0,,,,,,,,,,,,,,,,,,,
69313,1480785062990,,,,,,,,0.02,0.1,1.01,-3.1,0.6,0.3,680,0,,,,,,,,,,,,,,,,,,,
69333,1480785063010,,,,,,,,0.02,0.1,1.02,-3.1,0.6,0.3,680,0,,,,,,,,,,,,,,,,,,,
69353,1480785063030,,,,,4,,,0.02,0.11,1.02,-3.1,0.5,0.2,680,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
69373,1480785063050,,,,,,,,0.02,0.1,1.02,-3.1,0.5,0.2,680,0,,,,,,,,,,,,,,,,,,,
69393,1480785063070,,,,,,,,0.02,0.11,1.02,-3.1,0.5,0.3,680,0,,,,,,,,,,,,,,,,,,,
69413,1480785062991,,,,,,,,0.02,0.11,1.01,-3.1,0.4,0.3,680,0,,,,,,,,,,,,,,,,,,,
69433,1480785063011,,,,,,,,0.02,0.11,1.02,-3.1,0.4,0.3,680,0,,,,,,,,,,,,,,,,,,,
69453,1480785063031,0,124.8,,153.2,5,150.4,,0.02,0.11,1.02,-3.1,0.4,0.3,640,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
69473,1480785063051,,,,,,,,0.01,0.11,1.01,-3.1,0.4,0.3,620,0,,,,,,,,,,,,,,,,,,,
69493,1480785063071,,,,,,,,0.01,0.11,1.0,-3.1,0.3,0.2,620,0,,,,,,,,,,,,,,,,,,,
69513,1480785063091,,,,,,,,0.01,0.12,1.01,-3.1,0.4,0.3,620,0,,,,,,,,,,,,,,,,,,,
69533,1480785063110,,,,,,,,0.01,0.11,1.01,-3.1,0.4,0.3,620,0,,,,,,,,,,,,,,,,,,,
69553,1480785063130,,,,,6,,,0.01,0.11,1.01,-3.1,0.4,0.3,620,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
69573,1480785063150,,,,,,,,0.01,0.11,1.01,-3.1,0.4,0.3,600,0,,,,,,,,,,,,,,,,,,,
69593,1480785063170,,,,,,,,0.01,0.11,1.01,-3.1,0.4,0.2,600,0,,,,,,,,,,,,,,,,,,,
69613,1480785063190,,,,,,,,0.01,0.11,1.0,-3.1,0.4,0.2,580,0,,,,,,,,,,,,,,,,,,,
69633,1480785063210,,,,,,,,0.01,0.11,1.01,-3.1,0.4,0.3,580,0,,,,,,,,,,,,,,,,,,,
69653,1480785063230,0,125.3,,154.0,8,150.5,,0.01,0.11,1.01,-3.1,0.4,0.3,580,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
69673,1480785063250,,,,,,,,0.01,0.11,1.01,-3.1,0.5,0.2,580,0,,,,,,,,,,,,,,,,,,,
69693,1480785063270,,,,,,,,0.01,0.11,1.01,-3.1,0.5,0.2,580,0,,,,,,,,,,,,,,,,,,,
69713,1480785063290,,,,,,,,0.02,0.11,1.01,-3.1,0.5,0.2,560,0,,,,,,,,,,,,,,,,,,,
69733,1480785063310,,,,,,,,0.01,0.1,1.01,-3.1,0.5,0.2,560,0,,,,,,,,,,,,,,,,,,,
69753,1480785063330,,,,,9,,,0.01,0.11,1.01,-3.1,0.5,0.2,560,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
69773,1480785063350,,,,,,,,0.01,0.11,1.01,-3.1,0.5,0.2,540,0,,,,,,,,,,,,,,,,,,,
69793,1480785063370,,,,,,,,0.01,0.11,1.0,-3.1,0.5,0.2,540,0,,,,,,,,,,,,,,,,,,,
69813,1480785063390,,,,,,,,0.01,0.11,1.0,-3.1,0.5,0.2,520,0,,,,,,,,,,,,,,,,,,,
69833,1480785063410,,,,,,,,0.01,0.11,1.0,-3.1,0.5,0.2,520,0,,,,,,,,,,,,,,,,,,,
69853,1480785063430,0,125.2,,154.4,10,151.6,,0.01,0.1,1.01,-3.1,0.5,0.2,500,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
69873,1480785063450,,,,,,,,0.01,0.11,1.01,-3.1,0.5,0.2,500,0,,,,,,,,,,,,,,,,,,,
69893,1480785063470,,,,,,,,0.01,0.1,1.0,-3.1,0.5,0.2,480,0,,,,,,,,,,,,,,,,,,,
69913,1480785063490,,,,,,,,0.01,0.11,1.0,-3.1,0.5,0.2,480,0,,,,,,,,,,,,,,,,,,,
69933,1480785063510,,,,,,,,0.01,0.11,1.01,-3.1,0.5,0.2,480,0,,,,,,,,,,,,,,,,,,,
69953,1480785063530,,,,,10,,,0.01,0.11,1.01,-3.1,0.5,0.2,480,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
69973,1480785063550,,,,,,,,0.01,0.11,1.01,-3.1,0.5,0.2,480,0,,,,,,,,,,,,,,,,,,,
69993,1480785063570,,,,,,,,0.01,0.1,1.01,-3.1,0.5,0.2,460,0,,,,,,,,,,,,,,,,,,,
70013,1480785063590,,,,,,,,0.01,0.1,1.01,-3.1,0.5,0.2,460,0,,,,,,,,,,,,,,,,,,,
70033,1480785063709,,,,,,,,0.01,0.1,1.01,-3.1,0.5,0.2,440,0,,,,,,,,,,,,,,,,,,,
70053,1480785063729,0,124.7,6.4,153.5,11,150.6,13.81,0.01,0.09,1.01,-3.1,0.5,0.2,440,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
70073,1480785063749,,,,,,,,0.01,0.1,1.01,-3.1,0.5,0.2,420,0,,,,,,,,,,,,,,,,,,,
70093,1480785063769,,,,,,,,0.01,0.09,1.01,-3.1,0.6,0.3,420,0,,,,,,,,,,,,,,,,,,,
70113,1480785063789,,,,,,,,0.01,0.09,1.0,-3.1,0.5,0.3,380,0,,,,,,,,,,,,,,,,,,,
70133,1480785063809,,,,,,,,0.01,0.09,1.01,-3.1,0.5,0.3,380,0,,,,,,,,,,,,,,,,,,,
70153,1480785063829,,,,,10,,,0.01,0.09,1.01,-3.1,0.6,0.2,380,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
70173,1480785063849,,,,,,,,0.01,0.1,1.01,-3.1,0.6,0.2,400,0,,,,,,,,,,,,,,,,,,,
70193,1480785063869,,,,,,,,0.01,0.1,1.01,-3.1,0.6,0.2,400,0,,,,,,,,,,,,,,,,,,,
70213,1480785063889,,,,,,,,0.01,0.1,1.01,-3.1,0.6,0.2,400,0,,,,,,,,,,,,,,,,,,,
70233,1480785063810,,,,,,,,0.01,0.1,1.01,-3.1,0.6,0.2,400,0,,,,,,,,,,,,,,,,,,,
70253,1480785063830,0,124.2,,153.6,10,151.0,,0.01,0.1,1.01,-3.1,0.6,0.2,400,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
70273,1480785063850,,,,,,,,0.01,0.1,1.01,-3.2,0.6,0.2,400,0,,,,,,,,,,,,,,,,,,,
70293,1480785063870,,,,,,,,0.01,0.1,1.01,-3.2,0.6,0.2,400,0,,,,,,,,,,,,,,,,,,,
70313,1480785063890,,,,,,,,0.01,0.1,1.0,-3.1,0.6,0.2,380,0,,,,,,,,,,,,,,,,,,,
70333,1480785063904,,,,,,,,0.01,0.1,1.01,-3.1,0.6,0.2,380,0,,,,,,,,,,,,,,,,,,,
70353,1480785063924,,,,,12,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
70373,1480785063944,,,,,,,,0.01,0.11,1.01,-3.1,0.6,0.2,380,0,,,,,,,,,,,,,,,,,,,
70393,1480785063964,,,,,,,,0.01,0.1,1.01,-3.2,0.6,0.2,380,0,,,,,,,,,,,,,,,,,,,
70413,1480785063984,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70433,1480785064010,,,,,,,,0.01,0.1,1.01,-3.2,0.6,0.2,380,0,,,,,,,,,,,,,,,,,,,
70453,1480785064030,0,124.8,,153.6,12,150.6,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
70473,1480785064050,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70493,1480785064070,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70513,1480785064090,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70533,1480785064110,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70553,1480785064130,,,,,12,,,0.01,0.1,1.01,-3.2,0.5,0.2,380,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
70573,1480785064150,,,,,,,,0.01,0.1,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70593,1480785064170,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70613,1480785064190,,,,,,,,0.01,0.1,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70633,1480785064210,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70653,1480785064230,0,124.1,,153.7,11,151.2,,0.01,0.1,1.0,-3.2,0.4,0.3,380,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
70673,1480785064250,,,,,,,,0.01,0.1,1.01,-3.2,0.4,0.2,380,0,,,,,,,,,,,,,,,,,,,
70693,1480785064270,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,360,0,,,,,,,,,,,,,,,,,,,
70713,1480785064291,,,,,,,,0.01,0.1,1.01,-3.1,0.5,0.2,360,0,,,,,,,,,,,,,,,,,,,
70733,1480785064311,,,,,,,,0.01,0.1,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70753,1480785064331,,,,,12,,,0.01,0.1,1.0,-3.2,0.5,0.2,380,0,1,0,0.0,0,38.159229,-122.454353,0.0,0.0,38.7,10,3,1.9,0,0.0,-1,0.0,,0.0,0
70773,1480785064351,,,,,,,,0.01,0.11,1.01,-3.2,0.4,0.2,380,0,,,,,,,,,,,,,,,,,,,
70793,1480785064371,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70813,1480785064391,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,380,0,,,,,,,,,,,,,,,,,,,
70833,1480785064509,,,,,,,,0.01,0.11,1.01,-3.2,0.5,0.2,400,0,,,,,,,,,,,,,,,,,,,
