"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
999675,1480871122315,,,,,,,,0.09,0.04,1.01,-3.1,-0.8,-0.2,740,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999515,1480871122154,,,,,,,,0.1,0.04,0.98,-3.1,-0.7,-0.3,680,15,,,,,,,,,,,,,,,,,,,
999535,1480871122174,,,,,,,,0.1,0.03,0.99,-3.0,-0.8,-0.3,680,1538461,,,,,,,,,,,,,,,,,,,
999555,1480871122194,,,,,1,,,0.11,0.05,1.0,-3.1,-0.8,-0.3,760,0,1,0,22.667,0,38.159119,-122.454391,0.0,0.004,46.6,10,3,1.9,0,0.0,-1,0.0,,0.0,0
999575,1480871122214,,,,,,,,0.11,0.04,0.98,-3.1,-0.8,-0.2,860,0,,,,,,,,,,,,,,,,,,,
999595,1480871122234,,,,,,,,0.11,0.05,0.98,-3.1,-0.8,-0.2,880,0,,,,,,,,,,,,,,,,,,,
999615,1480871122254,,,,,,,,0.11,0.05,0.99,-3.1,-1.0,-0.2,820,0,,,,,,,,,,,,,,,,,,,
999635,1480871122274,,,,,,,,0.1,0.05,0.99,-3.1,-0.9,-0.2,780,0,,,,,,,,,,,,,,,,,,,
999655,1480871122295,0,90.8,,129.6,1,114.8,,0.09,0.04,0.99,-3.1,-0.9,-0.2,780,0,1,0,22.667,0,38.159119,-122.454391,0.0,0.004,46.6,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
999675,1480871122315,,,,,,,,0.09,0.04,1.01,-3.1,-0.8,-0.2,740,0,,,,,,,,,,,,,,,,,,,
999695,1480871122335,,,,,,,,0.09,0.04,1.0,-3.1,-0.8,-0.2,700,0,,,,,,,,,,,,,,,,,,,
999715,1480871122355,,,,,,,,0.09,0.03,1.0,-3.1,-0.8,-0.3,720,0,,,,,,,,,,,,,,,,,,,
999735,1480871122375,,,,,,,,0.09,0.03,0.99,-3.1,-0.7,-0.3,720,0,,,,,,,,,,,,,,,,,,,
999755,1480871122494,,,,,2,,,0.1,0.03,0.99,-3.1,-0.7,-0.3,700,0,1,0,0.0,0,38.159119,-122.454391,0.0,0.004,46.6,10,3,1.9,0,0.0,-1,0.0,,0.0,0
999775,1480871122514,,,,,,,,0.1,0.03,0.98,-3.0,-0.7,-0.3,640,0,,,,,,,,,,,,,,,,,,,
999795,1480871122534,,,,,,,,0.1,0.04,0.98,-3.0,-0.7,-0.3,640,0,,,,,,,,,,,,,,,,,,,
999815,1480871122554,,,,,,,,0.1,0.04,0.98,-3.1,-0.7,-0.3,620,0,,,,,,,,,,,,,,,,,,,
999835,1480871122574,,,,,,,,0.1,0.04,0.98,-3.1,-0.7,-0.3,620,0,,,,,,,,,,,,,,,,,,,
999855,1480871122594,0,93.7,,130.1,3,113.3,,0.1,0.04,0.99,-3.1,-0.7,-0.3,580,0,1,0,0.0,0,38.159119,-122.454391,0.0,0.004,46.6,10,3,1.9,0,0.0,-1,0.0,0.0,0.0,0
999875,1480871122614,,,,,,,,0.09,0.04,0.99,-3.0,-0.7,-0.3,560,0,,,,,,,,,,,,,,,,,,,
999895,1480871122634,,,,,,,,0.1,0.04,0.99,-3.0,-0.7,-0.3,560,0,,,,,,,,,,,,,,,,,,,
999915,1480871122654,,,,,,,,0.1,0.05,0.99,-3.0,-0.7,-0.3,580,0,,,,,,,,,,,,,,,,,,,
999935,1480871122674,,,,,,,,0.09,0.04,0.99,-3.0,-0.7,-0.3,580,0,,,,,,,,,,,,,,,,,,,
999955,1480871122595,,,,,3,,,0.09,0.04,0.99,-3.1,-0.7,-0.3,580,0,1,0,0.0,0,38.159119,-122.454391,0.0,0.004,46.6,10,3,1.9,0,0.0,-1,0.0,,0.0,0
999975,1480871122615,,,,,,,,0.09,0.04,1.0,-3.0,-0.7,-0.3,580,0,,,,,,,,,,,,,,,,,,,
999995,1480871122635,,,,,,,,0.09,0.05,1.0,-3.0,-0.7,-0.3,580,0,,,,,,,,,,,,,,,,,,,
1000015,1480871122655,,,,,,,,0.09,0.05,0.99,-3.0,-0.8,-0.3,580,0,,,,,,,,,,,,,,,,,,,
1000035,1480871122675,,,,,,,,0.09,0.05,1.0,-3.0,-0.7,-0.3,580,0,,,,,,,,,,,,,,,,,,,
