"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
5069,1480656421932,,,,,,,,-0.06,0.08,0.99,-3.1,-0.2,0.1,740,0,,,,,,,,,,,,,,,,,,,
5089,1480656421952,,,,,,,,-0.05,0.08,0.99,-3.1,-0.1,0.1,740,0,,,,,,,,,,,,,,,,,,,
5109,1480656421972,,,,,,,,-0.05,0.08,0.99,-3.1,0.0,0.1,740,0,,,,,,,,,,,,,,,,,,,
5129,1480656421992,,,,,,,,-0.05,0.07,0.99,-3.1,0.1,0.1,740,0,,,,,,,,,,,,,,,,,,,
5149,1480656422018,,,,,44,,,-0.05,0.07,0.99,-3.1,0.0,0.1,720,0,0,0,0.0,0,37.478374,-122.203712,0.0,0.0,40.2,7,2,1.1,0,0.0,-1,0.0,,0.0,0
5169,1480656422038,,,,,,,,-0.05,0.08,0.99,-3.1,-0.1,0.1,720,0,,,,,,,,,,,,,,,,,,,
5189,1480656422058,,,,,,,,-0.05,0.07,0.99,-3.1,-0.1,0.1,700,0,,,,,,,,,,,,,,,,,,,
5209,1480656422078,,,,,,,,-0.05,0.07,0.99,-3.1,-0.1,0.1,700,0,,,,,,,,,,,,,,,,,,,
5229,1480656422098,,,,,,,,-0.05,0.08,0.99,-3.1,-0.2,0.1,700,0,,,,,,,,,,,,,,,,,,,
5249,1480656422118,0,92.3,,165.6,45,157.8,,-0.05,0.07,1.0,-3.1,-0.2,0.1,680,0,0,0,0.0,0,37.478374,-122.203712,0.0,0.0,40.2,7,2,1.1,0,0.0,-1,0.0,0.0,0.0,0
5269,1480656422138,,,,,,,,-0.05,0.07,1.0,-3.1,-0.1,0.1,680,0,,,,,,,,,,,,,,,,,,,
5289,1480656422158,,,,,,,,-0.05,0.07,1.0,-3.1,0.0,0.1,660,0,,,,,,,,,,,,,,,,,,,
5309,1480656422178,,,,,,,,-0.05,0.07,1.0,-3.1,-0.1,0.1,660,0,,,,,,,,,,,,,,,,,,,
5329,1480656422198,,,,,,,,-0.05,0.07,1.0,-3.1,-0.1,0.1,660,0,,,,,,,,,,,,,,,,,,,
