"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
521973,1480810198684,,,,,,,,0.02,0.05,0.98,-3.0,0.2,-0.2,6360,0,,,,,,,,,,,,,,,,,,,
521993,1480810198704,,,,,,,,0.02,0.05,0.98,-3.1,0.1,-0.2,6360,0,,,,,,,,,,,,,,,,,,,
522013,1480810198724,,,,,,,,0.02,0.05,0.97,-3.1,0.1,-0.2,6360,0,,,,,,,,,,,,,,,,,,,
522033,1480810198744,,,,,,,,0.01,0.05,0.97,-3.0,-0.1,-0.4,6360,0,,,,,,,,,,,,,,,,,,,
522053,1480810198764,0,131.5,0.0,157.7,0,150.7,10.19,0.01,0.05,0.97,-3.0,-0.3,-0.5,160,0,1,0,0.0,0,38.159184,-122.454391,0.0,0.013,48.6,9,3,1.7,0,0.0,-1,0.0,0.0,0.0,0
522073,1480810198784,,,,,,,,0.01,0.04,0.97,-3.0,-0.1,-0.5,160,0,,,,,,,,,,,,,,,,,,,
522093,1480810198804,,,,,,,,0.01,0.04,0.97,-3.0,-0.1,-0.4,160,0,,,,,,,,,,,,,,,,,,,
522113,1480810198824,,,,,,,,0.0,0.04,0.98,-3.0,-0.2,-0.3,160,0,,,,,,,,,,,,,,,,,,,
522133,1480810198844,,,,,,,,0.01,0.04,0.98,-3.0,-0.1,-0.3,160,0,,,,,,,,,,,,,,,,,,,
522153,1480810198864,,,,,0,,,0.01,0.05,0.98,-3.0,-0.0,-0.3,220,0,1,0,0.0,0,38.159184,-122.454391,0.0,0.013,48.6,9,3,1.7,0,0.0,-1,0.0,,0.0,0
