"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
40554,1490393808724,,,,,,,,0.01,0.06,1.0,-3.2,0.2,0.0,40,0,,,,,,,,,,,,,,,,,,,
40574,1490393808744,,,,,18,,,0.01,0.06,0.99,-3.2,0.2,0.0,40,0,1,1,0.0,0,38.159241,-122.454208,0.0,0.0,70.7,7,3,2.0,0,0.0,-1,0.0,0.0,0.0,0
40594,1490393808764,,,,,,,,0.01,0.06,0.99,-3.1,0.3,-0.0,40,0,,,,,,,,,,,,,,,,,,,
40614,1490393808784,,,,,,,,0.01,0.06,0.99,-3.1,0.3,-0.1,260,0,,,,,,,,,,,,,,,,,,,
40634,1490393808806,,,,,,,,0.01,0.05,0.99,-3.1,0.3,-0.1,260,0,,,,,,,,,,,,,,,,,,,
40654,1490393808826,,,,,,,,0.01,0.06,0.98,-3.2,0.3,0.0,480,0,,,,,,,,,,,,,,,,,,,
40674,1490393808846,0,53.0,,51.1,23,52.6,,0.02,0.05,0.99,-3.1,0.3,-0.0,640,0,1,1,0.0,0,38.159241,-122.454208,0.0,0.0,70.7,7,3,2.0,0,0.0,-1,0.0,0.0,0.0,0
40694,1490393808866,,,,,,,,0.02,0.04,1.0,-3.1,0.0,-0.2,780,0,,,,,,,,,,,,,,,,,,,
40714,1490393808886,,,,,,,,0.01,0.04,0.98,-3.2,0.4,-0.0,780,0,,,,,,,,,,,,,,,,,,,
40734,1490393808907,,,,,,,,0.03,0.05,0.99,-3.2,0.4,0.2,900,0,,,,,,,,,,,,,,,,,,,
