"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
4974575,1489967381564,,,,,,,,0.01,0.08,1.03,-3.1,0.2,0.0,60,0,,,,,,,,,,,,,,,,,,,
4974595,1489967381584,,,,,,,,0.01,0.07,1.02,-3.1,0.3,0.0,60,0,,,,,,,,,,,,,,,,,,,
4974615,1489967381604,,,,,,,,0.01,0.08,1.03,-3.1,0.3,-0.0,180,0,,,,,,,,,,,,,,,,,,,
4974635,1489967381624,,,,,,,,0.01,0.08,1.03,-3.1,0.4,-0.0,180,0,,,,,,,,,,,,,,,,,,,
4974655,1489967381644,0,89.0,-0.4,95.1,0,94.9,11.32,0.01,0.08,1.02,-3.1,0.3,-0.0,180,0,1,1,0.0,0,37.478378,-122.203697,0.0,0.0,31.9,10,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
4974675,1489967381664,,,,,,,,0.0,0.08,1.01,-3.1,0.2,-0.0,180,0,,,,,,,,,,,,,,,,,,,
4974695,1489967381684,,,,,,,,0.01,0.06,1.01,-3.1,0.3,-0.1,180,0,,,,,,,,,,,,,,,,,,,
4974715,1489967381704,,,,,,,,0.02,0.06,1.01,-3.1,0.2,-0.2,200,0,,,,,,,,,,,,,,,,,,,
4974735,1489967381724,,,,,,,,0.02,0.05,1.0,-3.1,0.3,-0.2,200,0,,,,,,,,,,,,,,,,,,,
4974755,1489967381744,,,,,0,,,0.03,0.05,1.0,-3.1,0.4,-0.2,200,0,1,1,0.0,0,37.478378,-122.203697,0.0,0.0,31.9,10,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
4974775,1489967381764,,,,,,,,0.03,0.06,1.0,-3.1,0.4,-0.2,200,0,,,,,,,,,,,,,,,,,,,
4974795,1489967381784,,,,,,,,0.02,0.05,1.0,-3.1,0.4,-0.2,200,0,,,,,,,,,,,,,,,,,,,
4974815,1489967381804,,,,,,,,0.02,0.06,1.0,-3.1,0.4,-0.2,200,0,,,,,,,,,,,,,,,,,,,
4974835,1489967381824,,,,,,,,0.02,0.05,0.98,-3.1,0.4,-0.2,200,0,,,,,,,,,,,,,,,,,,,
4974855,1489967381844,0,89.2,,95.0,0,93.8,,0.02,0.07,0.98,-3.1,0.2,-0.1,380,0,1,1,0.0,0,37.478378,-122.203697,0.0,0.0,31.9,10,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
4974875,1489967381864,,,,,,,,0.02,0.04,0.98,-3.0,0.3,-0.1,380,0,,,,,,,,,,,,,,,,,,,
4974895,1489967381884,,,,,,,,0.03,0.06,0.97,-3.1,0.4,-0.1,600,0,,,,,,,,,,,,,,,,,,,
4974915,1489967381904,,,,,,,,0.02,0.04,0.98,-3.1,0.6,0.0,720,0,,,,,,,,,,,,,,,,,,,
4974935,1489967381924,,,,,,,,0.03,0.06,0.98,-3.1,0.4,0.0,740,0,,,,,,,,,,,,,,,,,,,
4974955,1489967381944,,,,,0,,,0.02,0.03,0.98,-3.1,0.4,-0.1,740,0,1,0,0.0,0,37.478378,-122.203697,0.0,0.0,31.9,10,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
4974975,1489967381964,,,,,,,,0.01,0.04,0.99,-3.1,0.5,-0.1,700,0,,,,,,,,,,,,,,,,,,,
4974995,1489967381984,,,,,,,,0.01,0.03,1.0,-3.1,0.5,-0.1,680,0,,,,,,,,,,,,,,,,,,,
4975015,1489967381998,,,,,,,,0.01,0.03,1.0,-3.1,0.4,-0.1,680,0,,,,,,,,,,,,,,,,,,,
4975035,1489967382018,,,,,,,,0.02,0.03,1.0,-3.1,0.3,-0.1,680,0,,,,,,,,,,,,,,,,,,,
4975055,1489967382038,0,89.5,,95.1,1,93.9,,0.02,0.04,1.0,-3.1,0.3,-0.1,640,0,1,0,0.0,0,37.478378,-122.203697,0.0,0.0,31.9,10,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
4975075,1489967382058,,,,,,,,0.02,0.04,0.99,-3.1,0.3,-0.1,640,0,,,,,,,,,,,,,,,,,,,
4975095,1489967382078,,,,,,,,0.02,0.04,0.99,-3.2,0.2,-0.1,600,0,,,,,,,,,,,,,,,,,,,
4975115,1489967382104,,,,,,,,0.02,0.05,1.0,-3.2,0.2,-0.1,600,0,,,,,,,,,,,,,,,,,,,
4975135,1489967382124,,,,,,,,0.02,0.04,1.0,-3.2,0.2,-0.1,560,0,,,,,,,,,,,,,,,,,,,
4975155,1489967382144,,,,,1,,,0.02,0.05,0.99,-3.1,0.2,-0.1,560,0,1,0,0.0,0,37.478378,-122.203697,0.0,0.0,31.9,10,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
4975175,1489967382164,,,,,,,,0.02,0.04,1.0,-3.1,0.2,-0.1,560,0,,,,,,,,,,,,,,,,,,,
4975195,1489967382184,,,,,,,,0.02,0.06,0.99,-3.1,0.2,-0.1,620,0,,,,,,,,,,,,,,,,,,,
