"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
49454,1489962456169,,,,,,,,0.03,0.06,0.99,-3.1,0.3,-0.1,820,0,,,,,,,,,,,,,,,,,,,
49474,1489962456189,0,54.6,,54.1,52,54.0,,0.03,0.06,1.0,-3.1,0.4,-0.2,820,0,1,1,0.0,0,37.478252,-122.203735,0.0,0.0,100.7,4,2,0.7,0,0.0,-1,0.0,0.0,0.0,0
49494,1489962456209,,,,,,,,0.03,0.06,1.0,-3.1,0.4,-0.2,820,0,,,,,,,,,,,,,,,,,,,
49514,1489962456243,,,,,,,,0.03,0.05,0.99,-3.1,0.4,-0.2,820,0,,,,,,,,,,,,,,,,,,,
49534,1489962456263,,,,,,,,0.03,0.06,0.99,-3.1,0.3,-0.2,840,0,,,,,,,,,,,,,,,,,,,
49554,1489962456283,,,,,,,,0.03,0.06,0.99,-3.1,0.3,-0.2,840,0,,,,,,,,,,,,,,,,,,,
49574,1489962456303,,,,,52,,,0.03,0.06,0.99,-3.1,0.2,-0.1,860,0,1,1,0.0,0,37.478256,-122.203735,0.0,0.0,68.9,4,3,0.7,0,0.0,-1,0.0,0.0,0.0,0
49594,1489962456323,,,,,,,,0.03,0.06,0.99,-3.1,0.1,-0.1,820,0,,,,,,,,,,,,,,,,,,,
49614,1489962456343,,,,,,,,0.03,0.06,0.99,-3.1,0.2,-0.2,840,0,,,,,,,,,,,,,,,,,,,
49634,1489962456363,,,,,,,,0.03,0.05,0.99,-3.1,0.3,-0.2,840,0,,,,,,,,,,,,,,,,,,,
49654,1489962456383,,,,,,,,0.04,0.06,0.99,-3.1,0.2,-0.2,820,0,,,,,,,,,,,,,,,,,,,
49674,1489962456403,0,54.2,,54.8,51,54.6,,0.04,0.06,0.99,-3.1,0.3,-0.2,840,0,1,1,0.0,0,37.478256,-122.203735,0.0,0.0,56.3,4,3,0.7,0,0.0,-1,0.0,0.0,0.0,0
49694,1489962456423,,,,,,,,0.04,0.07,0.99,-3.1,0.3,-0.1,840,0,,,,,,,,,,,,,,,,,,,
49714,1489962456442,,,,,,,,0.03,0.07,1.0,-3.1,0.3,-0.1,860,0,,,,,,,,,,,,,,,,,,,
49734,1489962456462,,,,,,,,0.03,0.06,1.0,-3.1,0.2,-0.2,800,0,,,,,,,,,,,,,,,,,,,
49754,1489962456482,,,,,,,,0.03,0.06,1.0,-3.1,0.2,-0.2,800,0,,,,,,,,,,,,,,,,,,,
49774,1489962456502,,,,,51,,,0.03,0.06,0.99,-3.1,0.2,-0.2,820,0,1,1,0.0,0,37.478256,-122.203735,0.0,0.0,52.4,4,3,0.7,0,0.0,-1,0.0,0.0,0.0,0
49794,1489962456522,,,,,,,,0.03,0.06,0.99,-3.1,0.2,-0.2,820,0,,,,,,,,,,,,,,,,,,,
49814,1489962456542,,,,,,,,0.04,0.06,0.98,-3.1,0.2,-0.1,840,0,,,,,,,,,,,,,,,,,,,
49834,1489962456560,,,,,,,,0.03,0.07,0.99,-3.1,0.2,-0.1,840,0,,,,,,,,,,,,,,,,,,,
49854,1489962456580,,,,,,,,0.03,0.07,0.99,-3.1,0.2,-0.1,840,0,,,,,,,,,,,,,,,,,,,
49874,1489962456600,1,53.2,,54.5,51,52.4,,0.02,0.06,0.99,-3.1,0.3,-0.2,800,0,1,1,0.0,0,37.478256,-122.203735,0.0,0.0,44.6,5,3,0.4,0,0.0,-1,0.0,0.0,0.0,0
49894,1489962456620,,,,,,,,0.02,0.06,1.0,-3.1,0.4,-0.2,800,0,,,,,,,,,,,,,,,,,,,
49914,1489962456640,,,,,,,,0.02,0.06,0.99,-3.1,0.3,-0.2,820,0,,,,,,,,,,,,,,,,,,,
49934,1489962456660,,,,,,,,0.02,0.06,0.99,-3.1,0.3,-0.1,820,0,,,,,,,,,,,,,,,,,,,
49954,1489962456680,,,,,,,,0.02,0.07,1.0,-3.1,0.2,-0.1,840,0,,,,,,,,,,,,,,,,,,,
49974,1489962456700,,,,,51,,,0.02,0.07,1.0,-3.1,0.1,-0.1,840,0,1,1,0.0,0,37.47826,-122.203735,0.0,0.0,36.9,5,3,0.4,0,0.0,-1,0.0,0.0,0.0,0
49994,1489962456720,,,,,,,,0.02,0.07,1.0,-3.1,0.1,-0.2,860,0,,,,,,,,,,,,,,,,,,,
50014,1489962456740,,,,,,,,0.02,0.07,1.0,-3.1,0.3,-0.2,860,0,,,,,,,,,,,,,,,,,,,
50034,1489962456760,,,,,,,,0.03,0.07,1.0,-3.1,0.3,-0.2,820,0,,,,,,,,,,,,,,,,,,,
50054,1489962456780,,,,,,,,0.03,0.07,1.0,-3.1,0.4,-0.2,840,0,,,,,,,,,,,,,,,,,,,
